Time,Source,Sequence
8.73767,3,5813145
8.73785,3,5814103
8.73803,3,5815061
8.73821,3,5816019
8.73839,3,5816977
8.73857,3,5817935
8.73875,4,4615645
8.73893,4,4616603
8.73911,4,4617561
8.73929,4,4618519
8.73947,4,4619477
8.73965,4,4620435
8.73983,4,4621393
8.74001,4,4622351
8.74019,4,4623309
8.74037,4,4624267
8.74055,4,4625225
8.74073,4,4626183
8.74091,4,4627141
8.74099,4,4628099
8.74109,4,4629057
8.74127,4,4630015
8.74145,4,4630973
8.74163,4,4631931
8.74181,4,4632889
8.74199,4,4633847
8.74217,4,4634805
8.74235,4,4635763
8.74253,4,4636721
8.74271,4,4608939
8.74343,1,4776589
8.74361,1,4777547
8.74379,1,4778505
8.74397,1,4779463
8.74415,1,4780421
8.74433,1,4781379
8.74451,1,4782337
8.74469,1,4783295
8.74487,1,4784253
8.74505,1,4785211
8.74523,1,4786169
8.74541,1,4787127
8.74559,1,4788085
8.74577,1,4789043
8.74595,1,4790001
8.74613,1,4790959
8.74631,1,4791917
8.74649,1,4792875
8.74667,1,4793833
8.74685,1,4794791
8.74703,1,4795749
8.74721,1,4796707
8.74739,1,4797665
8.74757,1,4798623
8.74775,1,4799581
8.74793,1,4800539
8.74811,1,4801497
8.74829,1,4802455
8.74847,1,4803413
8.74864,1,4804371
8.74882,1,4805329
8.749,1,4806287
8.74918,1,4807245
8.74936,1,4808203
8.74954,1,4809161
8.74972,1,4810119
8.7499,1,4811077
8.75008,1,4812035
8.75026,1,4812993
8.75044,1,4813951
8.75062,1,4814909
8.7508,1,4815867
8.75098,1,4816825
8.75116,1,4817783
8.75134,1,4818741
8.75152,1,4819699
8.7517,1,4820657
8.75476,2,5686689
8.75494,2,5687647
8.75512,2,5688605
8.7553,2,5689563
8.75548,2,5690521
8.75566,2,5691479
8.75584,2,5692437
8.75602,2,5693395
8.7562,2,5694353
8.75638,2,5695311
8.75656,2,5696269
8.75674,2,5697227
8.75692,2,5698185
8.7571,2,5699143
8.75728,2,5700101
8.75746,3,3935465
8.75764,3,3936423
8.75782,3,3937381
8.758,3,3938339
8.75818,3,3939297
8.75836,3,3940255
8.75854,3,3941213
8.75872,3,3942171
8.7589,3,3943129
8.75908,3,3944087
8.75926,3,3945045
8.75944,3,3946003
8.75962,3,3946961
8.7598,3,3947919
8.75998,3,3948877
8.76016,3,3949835
8.76034,3,3950793
8.76052,3,3951751
8.7607,3,3952709
8.76088,3,3953667
8.76106,3,3954625
8.76124,3,3955583
8.76142,3,3956541
8.7616,3,3957499
8.76178,3,3958457
8.76196,3,3959415
8.76214,3,3960373
8.76232,3,3961331
8.7624,3,3962289
8.7625,4,5750875
8.76268,4,5751833
8.76286,4,5752791
8.76304,4,5753749
8.76322,4,5754707
8.7634,4,5755665
8.76358,4,5756623
8.76376,4,5757581
8.76394,4,5758539
8.76412,4,5759497
8.7643,4,5760455
8.76448,4,5761413
8.76466,4,5762371
8.76484,4,5763329
8.76502,4,5764287
8.7652,4,5765245
8.76538,4,5766203
8.76556,4,5767161
8.76574,4,5768119
8.76592,4,5769077
8.7661,4,5770035
8.76628,4,5770993
8.76646,4,5771951
8.76654,4,5772909
8.76664,4,5773867
8.76682,4,5774825
8.767,1,4131855
8.76718,1,4132813
8.76736,1,4133771
8.76754,1,4134729
8.76772,1,4135687
8.7679,1,4136645
8.76808,1,4137603
8.76826,1,4138561
8.76844,1,4139519
8.76862,1,4140477
8.7688,1,4141435
8.76897,1,4142393
8.76915,1,4143351
8.76933,1,4144309
8.76951,1,4145267
8.76969,1,4146225
8.76987,1,4147183
8.77005,1,4148141
8.77023,1,4149099
8.77041,1,4150057
8.77059,1,4151015
8.77077,1,4151973
8.77095,1,4152931
8.77113,1,4153889
8.77131,1,4154847
8.77149,1,4155805
8.77167,1,4156763
8.77185,1,4157721
8.77203,1,4158679
8.77221,1,4159637
8.77239,1,4160595
8.77257,1,4161553
8.77275,1,4162511
8.77293,1,4163469
8.77301,1,4164427
8.77311,1,4165385
8.77329,1,4166343
8.77347,1,4167301
8.77365,1,4168259
8.77383,1,4169217
8.77401,1,4170175
8.77419,1,4171133
8.77437,1,4172091
8.77455,1,4173049
8.77473,1,4174007
8.77491,1,4174965
8.77509,1,4175923
8.77527,1,4176881
8.77545,1,4177839
8.77563,1,4178797
8.77581,1,4179755
8.77599,1,4180713
8.77617,1,4181671
8.77635,1,4182629
8.77653,1,4183587
8.77671,1,4184545
8.77689,1,4185503
8.77707,2,4648217
8.77725,2,4649175
8.77743,2,4650133
8.77761,2,4651091
8.77779,2,4652049
8.77797,2,4653007
8.77815,2,4630973
8.78031,2,4653965
8.78049,2,4654923
8.78067,2,4655881
8.78085,3,5818893
8.78103,3,5819851
8.78121,3,5820809
8.78139,3,5821767
8.78157,3,5822725
8.78175,3,5823683
8.78193,3,5824641
8.78201,3,5825599
8.78211,3,5826557
8.78229,3,5827515
8.78247,3,5828473
8.78265,3,5829431
8.78283,3,5830389
8.78301,3,5831347
8.78319,3,5832305
8.78337,3,5833263
8.78355,3,5834221
8.78373,3,5835179
8.78391,3,5836137
8.78409,3,5837095
8.78427,3,5838053
8.78643,4,4637679
8.78661,4,4638637
8.78679,4,4639595
8.78697,4,4640553
8.78715,4,4641511
8.78733,4,4642469
8.78751,4,4643427
8.78769,4,4644385
8.78787,4,4645343
8.78805,4,4646301
8.78823,4,4647259
8.78841,4,4648217
8.78859,4,4649175
8.78877,1,4821615
8.78885,1,4822573
8.78895,1,4823531
8.78912,1,4824489
8.7893,1,4825447
8.78948,1,4826405
8.78966,1,4827363
8.78984,1,4828321
8.79002,1,4829279
8.7902,1,4830237
8.79038,1,4831195
8.79056,1,4832153
8.79074,1,4833111
8.79092,1,4834069
8.7911,1,4835027
8.79128,1,4835985
8.79146,1,4836943
8.79164,1,4837901
8.79182,1,4838859
8.792,1,4839817
8.79218,1,4840775
8.79236,1,4841733
8.79254,1,4842691
8.79272,1,4843649
8.7929,1,4844607
8.79308,1,4845565
8.79326,1,4846523
8.79344,1,4847481
8.79362,1,4848439
8.7938,1,4849397
8.79398,1,4850355
8.79416,1,4851313
8.79434,1,4852271
8.79452,1,4853229
8.7947,1,4854187
8.79488,1,4855145
8.79506,1,4856103
8.79524,1,4857061
8.79542,1,4858019
8.7956,1,4858977
8.79578,1,4859935
8.79596,1,4860893
8.79614,1,4861851
8.79632,1,4862809
8.7965,1,4863767
8.79668,1,4864725
8.79686,1,4865683
8.79704,2,5701059
8.79722,2,5702017
8.7974,2,5702975
8.79758,2,5703933
8.79776,2,5704891
8.79794,2,5705849
8.79812,2,5706807
8.7983,2,5707765
8.79838,2,5708723
8.79848,2,5709681
8.79866,2,5710639
8.79884,2,5711597
8.79902,2,5712555
8.7992,2,5713513
8.79938,2,5714471
8.79956,2,5715429
8.79974,3,3963247
8.79992,3,3964205
8.8001,3,3965163
8.80028,3,3966121
8.80046,3,3967079
8.80064,3,3968037
8.80082,3,3968995
8.801,3,3969953
8.80118,3,3970911
8.80136,3,3971869
8.80154,3,3972827
8.80172,3,3973785
8.8019,3,3974743
8.80208,3,3975701
8.80226,3,3976659
8.80244,3,3977617
8.80262,3,3978575
8.8028,3,3979533
8.80298,3,3980491
8.80316,3,3981449
8.80334,3,3982407
8.80352,3,3983365
8.8037,3,3984323
8.80388,3,3985281
8.80406,3,3986239
8.80424,3,3987197
8.80442,3,3988155
8.8046,3,3989113
8.80478,3,3990071
8.80496,4,5775783
8.80514,4,5776741
8.80532,4,5777699
8.8055,4,5778657
8.80568,4,5779615
8.80586,4,5780573
8.80604,4,5781531
8.80622,4,5782489
8.8064,4,5783447
8.80658,4,5784405
8.80676,4,5785363
8.80694,4,5786321
8.80712,4,5787279
8.8073,4,5788237
8.80748,4,5789195
8.80766,4,5790153
8.80784,4,5791111
8.80802,4,5792069
8.8082,4,5793027
8.80838,4,5793985
8.80856,4,5794943
8.80874,4,5795901
8.80892,4,5796859
8.8091,4,5797817
8.80927,4,5798775
8.80936,4,5799733
8.80945,4,5800691
8.80963,1,4186461
8.80981,1,4187419
8.80999,1,4188377
8.81017,1,4189335
8.81035,1,4190293
8.81053,1,4191251
8.81071,1,4192209
8.81089,1,4193167
8.81107,1,4194125
8.81125,1,4195083
8.81143,1,4196041
8.81161,1,4196999
8.81179,1,4197957
8.81197,1,4198915
8.81215,1,4199873
8.81233,1,4200831
8.81251,1,4201789
8.81269,1,4202747
8.81287,1,4203705
8.81305,1,4204663
8.81323,1,4205621
8.81341,1,4206579
8.81359,1,4207537
8.81377,1,4208495
8.81395,1,4209453
8.81413,1,4210411
8.81431,1,4211369
8.81449,1,4212327
8.81467,1,4213285
8.81485,1,4214243
8.81503,1,4215201
8.81521,1,4216159
8.81539,1,4217117
8.81557,1,4218075
8.81575,1,4219033
8.81593,1,4219991
8.81611,1,4220949
8.81619,1,4221907
8.81629,1,4222865
8.81647,1,4223823
8.81665,1,4224781
8.81683,1,4225739
8.81701,1,4226697
8.81719,1,4227655
8.81737,1,4228613
8.81755,1,4229571
8.81773,1,4230529
8.81791,1,4231487
8.81809,1,4232445
8.81827,1,4233403
8.81845,1,4234361
8.81863,1,4235319
8.81881,1,4236277
8.81899,1,4237235
8.81917,1,4238193
8.81935,1,4239151
8.81953,1,4240109
8.81971,1,4241067
8.81989,2,4656839
8.82007,2,4657797
8.82025,2,4658755
8.82043,2,4659713
8.82061,2,4660671
8.82079,2,4661629
8.82097,2,4662587
8.82115,2,4663545
8.82133,2,4664503
8.82151,2,4665461
8.82169,3,5839011
8.82187,3,5839969
8.82205,3,5840927
8.82223,3,5841885
8.82241,3,5842843
8.82259,3,5843801
8.82277,3,5844759
8.82295,3,5845717
8.82313,3,5846675
8.82321,3,5847633
8.82331,3,5848591
8.82349,3,5849549
8.82367,3,5850507
8.82385,3,5851465
8.82403,3,5852423
8.82421,3,5853381
8.82439,3,5854339
8.82457,3,5855297
8.82475,3,5856255
8.82493,3,5857213
8.82511,3,5858171
8.82529,3,5859129
8.82547,4,4650133
8.82565,4,4651091
8.82583,4,4652049
8.82601,4,4653007
8.82619,4,4653965
8.82637,4,4654923
8.82655,4,4655881
8.82663,4,4656839
8.82673,4,4657797
8.82691,4,4658755
8.82709,4,4659713
8.82727,4,4660671
8.82745,4,4661629
8.82763,4,4662587
8.82781,1,4866641
8.82799,1,4867599
8.82817,1,4820657
8.83266,1,4868557
8.83284,1,4869515
8.83302,1,4870473
8.8332,1,4871431
8.83338,1,4872389
8.83356,1,4873347
8.83374,1,4874305
8.83392,1,4875263
8.8341,1,4876221
8.83428,1,4877179
8.83446,1,4878137
8.83464,1,4879095
8.83482,1,4880053
8.835,1,4881011
8.83518,1,4881969
8.83536,1,4882927
8.83554,1,4883885
8.83572,1,4884843
8.8359,1,4885801
8.83608,1,4886759
8.83626,2,5716387
8.83644,2,5717345
8.83662,2,5718303
8.8368,2,5719261
8.83698,2,5720219
8.83716,2,5721177
8.83734,2,5722135
8.83752,2,5723093
8.8377,2,5724051
8.83788,2,5725009
8.83796,2,5725967
8.83806,2,5726925
8.83824,2,5727883
8.83842,2,5728841
8.8386,2,5729799
8.83878,2,5730757
8.83896,2,5731715
8.83914,3,3991029
8.83922,3,3991987
8.83932,3,3992945
8.8395,3,3993903
8.83968,3,3994861
8.83986,3,3995819
8.84004,3,3996777
8.84022,3,3997735
8.8404,3,3998693
8.84058,3,3999651
8.84076,3,4000609
8.84094,3,4001567
8.84112,3,4002525
8.8413,3,4003483
8.84148,3,4004441
8.84166,3,4005399
8.84184,3,4006357
8.84202,3,4007315
8.8422,3,4008273
8.84238,3,4009231
8.84256,3,4010189
8.84274,3,4011147
8.84292,3,4012105
8.8431,3,4013063
8.84328,3,4014021
8.84346,3,4014979
8.84364,3,4015937
8.84382,3,4016895
8.844,3,4017853
8.84418,3,4018811
8.84436,4,5801649
8.84454,4,5802607
8.84472,4,5803565
8.8449,4,5804523
8.84508,4,5805481
8.84526,4,5806439
8.84544,4,5807397
8.84562,4,5808355
8.8458,4,5809313
8.84598,4,5810271
8.84616,4,5811229
8.84634,4,5812187
8.84652,4,5813145
8.8467,4,5814103
8.84688,4,5815061
8.84706,4,5816019
8.84724,4,5816977
8.84742,4,5817935
8.8476,4,5818893
8.84778,4,5819851
8.84796,4,5820809
8.84814,4,5821767
8.84832,4,5822725
8.8485,4,5823683
8.84868,4,5824641
8.84886,4,5825599
8.84904,4,5826557
8.84912,4,5827515
8.84922,1,4242025
8.8494,1,4242983
8.84958,1,4243941
8.84975,1,4244899
8.84993,1,4245857
8.85011,1,4246815
8.85029,1,4247773
8.85047,1,4248731
8.85065,1,4249689
8.85083,1,4250647
8.85101,1,4251605
8.85119,1,4252563
8.85137,1,4253521
8.85155,1,4254479
8.85173,1,4255437
8.85191,1,4256395
8.85209,1,4257353
8.85227,1,4258311
8.85245,1,4259269
8.85263,1,4260227
8.85281,1,4261185
8.85299,1,4262143
8.85317,1,4263101
8.85335,1,4264059
8.85353,1,4265017
8.85371,1,4265975
8.85389,1,4266933
8.85407,1,4267891
8.85425,1,4268849
8.85443,1,4269807
8.85461,1,4270765
8.85479,1,4271723
8.85497,1,4272681
8.85515,1,4273639
8.85533,1,4274597
8.85551,1,4275555
8.85569,1,4276513
8.85587,1,4277471
8.85605,1,4278429
8.85623,1,4279387
8.85631,1,4280345
8.85641,1,4281303
8.85659,1,4282261
8.85677,1,4283219
8.85695,1,4284177
8.85713,1,4285135
8.85731,1,4286093
8.85749,1,4287051
8.85767,1,4288009
8.85785,1,4288967
8.85803,1,4289925
8.85821,1,4290883
8.85839,1,4291841
8.85857,1,4292799
8.85875,1,4293757
8.85893,1,4294715
8.85911,1,4295673
8.85929,1,4296631
8.85947,1,4297589
8.85965,2,4666419
8.85983,2,4667377
8.86001,2,4668335
8.86009,2,4669293
8.86019,2,4670251
8.86037,2,4671209
8.86055,2,4672167
8.86073,2,4673125
8.86091,2,4674083
8.86109,2,4675041
8.86127,2,4675999
8.86145,3,5860087
8.86163,3,5861045
8.86181,3,5862003
8.86199,3,5862961
8.86217,3,5863919
8.86235,3,5864877
8.86253,3,5865835
8.86271,3,5866793
8.86289,3,5867751
8.86307,3,5868709
8.86315,3,5869667
8.86325,3,5870625
8.86343,3,5871583
8.86361,3,5872541
8.86379,3,5873499
8.86397,3,5874457
8.86415,3,5875415
8.86433,3,5876373
8.86451,3,5877331
8.86469,3,5878289
8.86487,3,5879247
8.86505,3,5880205
8.86523,3,5881163
8.86541,4,4663545
8.86559,4,4664503
8.86577,4,4665461
8.86595,4,4666419
8.86613,4,4667377
8.86631,4,4668335
8.86649,4,4669293
8.86667,4,4670251
8.86685,4,4671209
8.86693,4,4672167
8.86703,4,4673125
8.86721,4,4674083
8.86739,4,4675041
8.86757,4,4675999
8.86775,4,4676957
8.86793,1,4887717
8.86811,1,4888675
8.86829,1,4889633
8.86847,1,4890591
8.86865,1,4891549
8.86883,1,4892507
8.86901,1,4893465
8.86919,1,4894423
8.86937,1,4895381
8.86955,1,4896339
8.86973,1,4897297
8.8699,1,4898255
8.87008,1,4899213
8.87026,1,4900171
8.87044,1,4901129
8.87053,1,4902087
8.87062,1,4903045
8.8708,1,4904003
8.87098,1,4904961
8.87116,1,4905919
8.87134,1,4906877
8.87152,1,4907835
8.8717,1,4908793
8.87188,1,4909751
8.87206,2,5732673
8.87224,2,5733631
8.87242,2,5734589
8.8726,2,5735547
8.87278,2,5736505
8.87296,2,5737463
8.87314,2,5738421
8.87332,2,5739379
8.8735,2,5740337
8.87368,2,5741295
8.87386,2,5742253
8.87404,2,5743211
8.87412,2,5744169
8.87422,2,5745127
8.8744,2,5746085
8.87458,2,5747043
8.87476,2,5748001
8.87494,2,5748959
8.87512,3,4019769
8.8753,3,4020727
8.87548,3,4021685
8.87556,3,4022643
8.87566,3,4023601
8.87584,3,4024559
8.87602,3,4025517
8.8762,3,4026475
8.87638,3,4027433
8.87656,3,4028391
8.87674,3,4029349
8.87692,3,4030307
8.8771,3,4031265
8.87728,3,4032223
8.87746,3,4033181
8.87764,3,4034139
8.87782,3,4035097
8.878,3,4036055
8.87818,3,4037013
8.87836,3,4037971
8.87854,3,4038929
8.87872,3,4039887
8.8789,3,4040845
8.87908,3,4041803
8.87926,3,4042761
8.87944,3,4043719
8.87962,3,4044677
8.8798,3,4045635
8.87998,3,4046593
8.88016,3,4047551
8.88034,3,4048509
8.88052,4,5828473
8.8807,4,5829431
8.88088,4,5830389
8.88106,4,5831347
8.88124,4,5832305
8.88142,4,5833263
8.8816,4,5834221
8.88178,4,5835179
8.88196,4,5836137
8.88214,4,5837095
8.88232,4,5838053
8.8825,4,5839011
8.88268,4,5839969
8.88286,4,5840927
8.88304,4,5841885
8.88322,4,5842843
8.8834,4,5843801
8.88358,4,5844759
8.88376,4,5845717
8.88394,4,5846675
8.88412,4,5847633
8.8843,4,5848591
8.88448,4,5849549
8.88466,4,5850507
8.88484,4,5851465
8.88502,4,5852423
8.8852,4,5853381
8.88538,4,5854339
8.88546,4,5855297
8.88556,1,4298547
8.88574,1,4299505
8.88592,1,4300463
8.8861,1,4301421
8.88628,1,4302379
8.88646,1,4303337
8.88664,1,4304295
8.88682,1,4305253
8.887,1,4306211
8.88718,1,4307169
8.88736,1,4308127
8.88754,1,4309085
8.88772,1,4310043
8.8879,1,4311001
8.88808,1,4311959
8.88826,1,4312917
8.88844,1,4313875
8.88862,1,4314833
8.8888,1,4315791
8.88898,1,4316749
8.88916,1,4317707
8.88934,1,4318665
8.88952,1,4319623
8.8897,1,4320581
8.88988,1,4321539
8.89006,1,4322497
8.89023,1,4323455
8.89041,1,4324413
8.89059,1,4325371
8.89077,1,4326329
8.89095,1,4327287
8.89113,1,4328245
8.89131,1,4329203
8.89149,1,4330161
8.89167,1,4331119
8.89185,1,4332077
8.89203,1,4333035
8.89221,1,4333993
8.89239,1,4334951
8.89257,1,4335909
8.89275,1,4336867
8.89293,1,4337825
8.89311,1,4338783
8.89319,1,4339741
8.89329,1,4340699
8.89347,1,4341657
8.89365,1,4342615
8.89383,1,4343573
8.89401,1,4344531
8.89419,1,4345489
8.89437,1,4346447
8.89455,1,4347405
8.89473,1,4348363
8.89491,1,4349321
8.89509,1,4350279
8.89527,1,4351237
8.89545,1,4352195
8.89563,1,4353153
8.89581,1,4354111
8.89599,1,4355069
8.89617,2,4676957
8.89635,2,4677915
8.89653,2,4678873
8.89671,2,4679831
8.89679,2,4680789
8.89689,2,4681747
8.89707,2,4682705
8.89725,2,4683663
8.89743,2,4684621
8.89761,2,4685579
8.89779,2,4686537
8.89797,2,4687495
8.89815,3,5882121
8.89833,3,5883079
8.89851,3,5884037
8.89869,3,5884995
8.89887,3,5885953
8.89905,3,5886911
8.89923,3,5887869
8.89941,3,5888827
8.89959,3,5889785
8.89977,3,5890743
8.89995,3,5891701
8.90013,3,5892659
8.90021,3,5893617
8.90031,3,5894575
8.90049,3,5895533
8.90067,3,5896491
8.90085,3,5897449
8.90103,3,5898407
8.90121,3,5899365
8.90139,3,5900323
8.90157,3,5901281
8.90175,3,5902239
8.90193,3,5903197
8.90211,3,5904155
8.90229,4,4677915
8.90247,4,4678873
8.90265,4,4679831
8.90283,4,4680789
8.90301,4,4681747
8.90319,4,4682705
8.90337,4,4683663
8.90355,4,4684621
8.90373,4,4685579
8.90391,4,4686537
8.90409,4,4687495
8.90417,4,4688453
8.90427,4,4689411
8.90445,4,4690369
8.90463,4,4691327
8.90481,4,4692285
8.90499,1,4910709
8.90517,1,4911667
8.90535,1,4912625
8.90553,1,4913583
8.90571,1,4914541
8.90589,1,4915499
8.90607,1,4916457
8.90625,1,4917415
8.90643,1,4918373
8.90661,1,4919331
8.90679,1,4920289
8.90697,1,4921247
8.90715,1,4922205
8.90733,1,4923163
8.90751,1,4924121
8.90769,1,4925079
8.90787,1,4926037
8.90795,1,4926995
8.90805,1,4927953
8.90823,1,4928911
8.90841,1,4929869
8.90859,1,4930827
8.90877,1,4931785
8.90895,1,4932743
8.90913,1,4933701
8.90931,2,5749917
8.90949,2,5750875
8.90967,2,5751833
8.90985,2,5752791
8.91003,2,5753749
8.91021,2,5754707
8.91038,2,5755665
8.91056,2,5756623
8.91074,2,5757581
8.91092,2,5758539
8.9111,2,5759497
8.91128,2,5760455
8.91146,2,5761413
8.91155,2,5762371
8.91164,2,5763329
8.91182,2,5764287
8.912,2,5765245
8.91218,2,5766203
8.91236,2,5767161
8.91254,3,4049467
8.91272,3,4050425
8.9129,3,4051383
8.91308,3,4052341
8.91326,3,4053299
8.91334,3,4054257
8.91344,3,4055215
8.91362,3,4056173
8.9138,3,4057131
8.91398,3,4058089
8.91416,3,4059047
8.91434,3,4060005
8.91452,3,4060963
8.9147,3,4061921
8.91488,3,4062879
8.91506,3,4063837
8.91524,3,4064795
8.91542,3,4065753
8.9156,3,4066711
8.91578,3,4067669
8.91596,3,4068627
8.91614,3,4069585
8.91632,3,4070543
8.9165,3,4071501
8.91668,3,4072459
8.91686,3,4073417
8.91704,3,4074375
8.91722,3,4075333
8.9174,3,4076291
8.91758,3,4077249
8.91776,3,4078207
8.91794,3,4079165
8.91812,4,5856255
8.9183,4,5857213
8.91848,4,5858171
8.91866,4,5859129
8.91884,4,5860087
8.91902,4,5861045
8.9192,4,5862003
8.91938,4,5862961
8.91956,4,5863919
8.91974,4,5864877
8.91992,4,5865835
8.9201,4,5866793
8.92028,4,5867751
8.92046,4,5868709
8.92064,4,5869667
8.92082,4,5870625
8.921,4,5871583
8.92118,4,5872541
8.92136,4,5873499
8.92154,4,5874457
8.92172,4,5875415
8.9219,4,5876373
8.92208,4,5877331
8.92226,4,5878289
8.92244,4,5879247
8.92262,4,5880205
8.9228,4,5881163
8.92298,4,5882121
8.92316,4,5883079
8.92334,1,4356027
8.92352,1,4356985
8.9237,1,4357943
8.92388,1,4358901
8.92406,1,4359859
8.92424,1,4360817
8.92442,1,4361775
8.9246,1,4362733
8.92478,1,4363691
8.92496,1,4364649
8.92514,1,4365607
8.92532,1,4366565
8.9255,1,4367523
8.92568,1,4368481
8.92586,1,4369439
8.92604,1,4370397
8.92622,1,4371355
8.9264,1,4372313
8.92658,1,4373271
8.92676,1,4374229
8.92694,1,4375187
8.92712,1,4376145
8.9273,1,4377103
8.92748,1,4378061
8.92766,1,4379019
8.92784,1,4379977
8.92802,1,4380935
8.9282,1,4381893
8.92838,1,4382851
8.92856,1,4383809
8.92874,1,4384767
8.92892,1,4385725
8.9291,1,4386683
8.92928,1,4387641
8.92946,1,4388599
8.92964,1,4389557
8.92982,1,4390515
8.93,1,4391473
8.93018,1,4392431
8.93036,1,4393389
8.93054,1,4394347
8.93071,1,4395305
8.93089,1,4396263
8.93107,1,4397221
8.93125,1,4398179
8.93143,1,4399137
8.93161,1,4400095
8.9317,1,4401053
8.93179,1,4402011
8.93197,1,4402969
8.93215,1,4403927
8.93233,1,4404885
8.93251,1,4405843
8.93269,1,4406801
8.93287,1,4407759
8.93305,1,4408717
8.93323,1,4409675
8.93341,1,4410633
8.93359,1,4411591
8.93377,1,4412549
8.93395,1,4413507
8.93413,2,4688453
8.93431,2,4689411
8.93449,2,4690369
8.93467,2,4691327
8.93485,2,4692285
8.93503,2,4693243
8.93511,2,4694201
8.93521,2,4695159
8.93539,2,4696117
8.93557,2,4697075
8.93575,2,4698033
8.93593,2,4698991
8.93611,2,4699949
8.93629,3,5905113
8.93647,3,5906071
8.93665,3,5907029
8.93683,3,5907987
8.93701,3,5908945
8.93719,3,5909903
8.93737,3,5910861
8.93755,3,5911819
8.93773,3,5912777
8.93791,3,5913735
8.93809,3,5914693
8.93827,3,5915651
8.93845,3,5916609
8.93863,3,5917567
8.93871,3,5918525
8.93881,3,5919483
8.93899,3,5920441
8.93917,3,5921399
8.93935,3,5922357
8.93953,3,5923315
8.93971,3,5924273
8.93989,3,5925231
8.94007,3,5926189
8.94025,3,5927147
8.94043,3,5928105
8.94061,4,4693243
8.94079,4,4694201
8.94097,4,4695159
8.94115,4,4696117
8.94133,4,4697075
8.94151,4,4698033
8.94169,4,4698991
8.94187,4,4699949
8.94205,4,4700907
8.94223,4,4701865
8.94241,4,4702823
8.94259,4,4703781
8.94267,4,4704739
8.94277,4,4705697
8.94295,4,4706655
8.94313,4,4707613
8.94331,4,4708571
8.94349,1,4934659
8.94367,1,4935617
8.94385,1,4936575
8.94403,1,4937533
8.94421,1,4938491
8.94439,1,4939449
8.94457,1,4940407
8.94475,1,4941365
8.94493,1,4942323
8.94511,1,4943281
8.94529,1,4944239
8.94547,1,4945197
8.94565,1,4946155
8.94583,1,4947113
8.94601,1,4948071
8.94619,1,4949029
8.94637,1,4949987
8.94655,1,4950945
8.94673,1,4951903
8.94681,1,4952861
8.94691,1,4953819
8.94709,1,4954777
8.94727,1,4955735
8.94745,1,4956693
8.94763,1,4957651
8.94781,1,4958609
8.94799,2,5768119
8.94817,2,5769077
8.94835,2,5770035
8.94853,2,5770993
8.94871,2,5771951
8.94889,2,5772909
8.94907,2,5773867
8.94925,2,5774825
8.94943,2,5775783
8.94961,2,5776741
8.94979,2,5777699
8.94997,2,5778657
8.95015,2,5779615
8.95033,2,5780573
8.95051,2,5781531
8.95059,2,5782489
8.95069,2,5783447
8.95086,2,5784405
8.95104,2,5785363
8.95122,2,5786321
8.9514,3,4080123
8.95158,3,4081081
8.95176,3,4082039
8.95194,3,4082997
8.95212,3,4083955
8.9523,3,4084913
8.95248,3,4085871
8.95257,3,4086829
8.95266,3,4087787
8.95284,3,4088745
8.95302,3,4089703
8.9532,3,4090661
8.95338,3,4091619
8.95356,3,4092577
8.95374,3,4093535
8.95392,3,4094493
8.9541,3,4095451
8.95428,3,4096409
8.95446,3,4097367
8.95464,3,4098325
8.95482,3,4099283
8.955,3,4100241
8.95518,3,4101199
8.95536,3,4102157
8.95554,3,4103115
8.95572,3,4104073
8.9559,3,4105031
8.95608,3,4105989
8.95626,3,4106947
8.95644,3,4107905
8.95662,3,4108863
8.9568,3,4109821
8.95698,3,4110779
8.95716,4,5884037
8.95724,4,5884995
8.95734,4,5885953
8.95752,4,5886911
8.9577,4,5887869
8.95788,4,5888827
8.95806,4,5889785
8.95824,4,5890743
8.95842,4,5891701
8.9586,4,5892659
8.95878,4,5893617
8.95896,4,5894575
8.95914,4,5895533
8.95932,4,5896491
8.9595,4,5897449
8.95968,4,5898407
8.95986,4,5899365
8.96004,4,5900323
8.96022,4,5901281
8.9604,4,5902239
8.96058,4,5903197
8.96076,4,5904155
8.96094,4,5905113
8.96112,4,5906071
8.9613,4,5907029
8.96148,4,5907987
8.96166,4,5908945
8.96184,4,5909903
8.96202,4,5910861
8.9622,4,5911819
8.96238,1,4414465
8.96256,1,4415423
8.96274,1,4416381
8.96292,1,4417339
8.9631,1,4418297
8.96328,1,4419255
8.96346,1,4420213
8.96364,1,4421171
8.96382,1,4422129
8.964,1,4423087
8.96418,1,4424045
8.96436,1,4425003
8.96454,1,4425961
8.96472,1,4426919
8.9649,1,4427877
8.96508,1,4428835
8.96526,1,4429793
8.96544,1,4430751
8.96562,1,4431709
8.9658,1,4432667
8.96598,1,4433625
8.96616,1,4434583
8.96634,1,4435541
8.96652,1,4436499
8.9667,1,4437457
8.96688,1,4438415
8.96706,1,4439373
8.96724,1,4440331
8.96742,1,4441289
8.9676,1,4442247
8.96778,1,4443205
8.96796,1,4444163
8.96814,1,4445121
8.96832,1,4446079
8.9685,1,4447037
8.96868,1,4447995
8.96886,1,4448953
8.96904,1,4449911
8.96922,1,4450869
8.9694,1,4451827
8.96958,1,4452785
8.96976,1,4453743
8.96994,1,4454701
8.97012,1,4455659
8.9703,1,4456617
8.97048,1,4457575
8.97066,1,4458533
8.97084,1,4459491
8.97101,1,4460449
8.97119,1,4461407
8.97137,1,4462365
8.97146,1,4463323
